source,target,value
Ohio,Columbus,1
Columbus,Fabaceae,7090
Columbus,Oleaceae,9402
Columbus,Rosaceae,9245
Columbus,Sapindaceae,16169
Fabaceae,Gleditsia triacanthos,7090
Sapindaceae,Acer saccharum,7512
Sapindaceae,Acer rubrum,8657
Rosaceae,Pyrus calleryana,9245
Oleaceae,Fraxinus pennsylvanica,9402
