source,target,value
Pennsylvania,Pittsburgh,15757
Pittsburgh,Malvaceae,2413
Pittsburgh,Platanaceae,3238
Pittsburgh,Rosaceae,2969
Pittsburgh,Sapindaceae,7137
Malvaceae,Tilia cordata,2413
Rosaceae,Pyrus calleryana,2969
Platanaceae,Platanus acerifolia,3238
Sapindaceae,Acer rubrum,3422
Sapindaceae,Acer platanoides,3715
