source,target,value
Missouri,St.Louis,34606
St.Louis,Fagaceae,6503
St.Louis,Oleaceae,12318
St.Louis,Rosaceae,7210
St.Louis,Sapindaceae,8575
Oleaceae,Fraxinus americana,4557
Fagaceae,Quercus palustris,6503
Rosaceae,Pyrus calleryana,7210
Oleaceae,Fraxinus pennsylvanica,7761
Sapindaceae,Acer rubrum,8575
