source,target,value
Virginia,Richmond,1
Richmond,Fagaceae,304
Richmond,Lythraceae,161
Richmond,Sapindaceae,375
Fagaceae,Quercus palustris,133
Sapindaceae,Acer rubrum,148
Lythraceae,Lagerstroemia indica,161
Fagaceae,Quercus phellos,171
Sapindaceae,Acer saccharum,227
